bolt	nsubj
blunder	nsubj
bless	nsubjpass
blacken	nsubj
bid	dep
belong	advmod
behold	nsubjpass
become	nsubjpass
babble	nsubj
attest	nsubj
astonish	nsubjpass
arrive	nsubjpass
arrive	dep
agree	dep
aggravate	nmod
afflict	nsubjpass
abdicate	nmod
tremble	nsubj
seize	nsubj
have	nsubj
kill	nsubj
follow	nsubj
describe	nsubj
believe	nsubj
think	dep
visit	nsubj
lose	nsubj
explain	nmod
keep	nsubj
start	nsubj
dare	nsubj
report	nmod
fire	nsubj
give	nsubj
meet	nsubj
knock	nsubj
shout	dobj
call	xcomp
leave	nsubjpass
learn	nsubj
emerge	nsubj
fix	nsubj
revolve	nsubj
repeat	dep
peer	nsubj
issue	nsubj
stretch	nsubj
buy	nsubj
arrive	nsubj
steal	nsubj
cry	dep
rouse	nsubj
lower	nsubj
dream	nsubj
bestow	nsubj
stoop	nsubj
spin	nsubj
sob	nsubj
shriek	nsubj
mean	dep
interpose	dobj
hover	nsubj
flush	nsubj
excuse	dobj
crouch	nsubj
observe	dobj
know	nsubj
settle	nsubj
do	parataxis
return	dep
produce	nmod
wear	nsubj
allow	nsubj
whisper	dobj
behold	nsubj
want	xcomp
reflect	nsubj
look	dep
skirt	nsubj
rob	dobj
hate	nsubj
employ	nsubj
call	dep
assist	nsubj
write	xcomp
wrap	nsubjpass
upset	nmod
sustain	nsubj
suggest	dep
slacken	nsubj
relieve	nsubjpass
regret	nsubj
rage	nmod
overwhelm	nsubjpass
overcome	nsubjpass
offend	nsubj
murmur	ccomp
mind	nsubj
injure	dobj
hear	parataxis
extract	nsubj
discharge	nsubj
compare	nsubj
call	iobj
air	nmod
agitate	nsubjpass
acquire	nsubj
accentuate	nmod
gain	nsubj
demand	dobj
suggest	nsubj
reply	dep
suffer	nsubj
discover	nsubj
urge	dobj
support	nsubj
lend	nsubj
conclude	nsubj
commence	nsubj
collect	nsubj
lay	nsubj
rush	nsubj
begin	nsubj
recognise	nmod
entertain	nmod
ascend	nsubj
act	nsubj
wonder	ccomp
tie	nsubj
sit	dep
live	dep
intend	nsubj
induce	dobj
enjoy	nsubj
employ	nsubjpass
amuse	nsubj
move	nsubj
cross	nsubj
think	parataxis
smell	nsubj
encourage	dobj
blame	dobj
make	nsubj
carry	nsubj
open	nsubj
think	dobj
tell	dep
struggle	nsubj
stick	nsubj
assist	dobj
seek	nsubj
know	xcomp
slip	nsubj
meet	dobj
thrust	nsubj
escape	nsubj
leap	nsubj
bring	nsubj
point	nsubj
play	nsubj
do	nsubj
beat	nsubj
sing	nsubj
shut	nsubj
fold	nsubj
dash	nsubj
trouble	dobj
retain	nsubj
forgive	nsubj
forge	nsubj
betray	nsubj
surprise	nsubj
provoke	dobj
proceed	dobj
inform	nsubj
have	nsubjpass
glare	nsubj
drive	nsubjpass
bury	nsubj
bend	nsubj
bear	dep
apply	nsubjpass
work	dep
witness	nsubj
salute	nsubj
renew	nsubj
quote	dobj
narrate	nsubj
murder	dobj
lurch	nsubj
intensify	nsubj
graze	dobj
flourish	nsubj
eclipse	nmod
destine	nsubjpass
desert	dobj
conceive	nsubj
break	dep
wrinkle	nsubj
withdraw	advcl
will	nsubj
vomit	dobj
triumph	nsubj
trample	nsubj
trace	nsubj
tire	nsubj
thrive	nsubj
terrify	dobj
surrender	nsubj
surmount	nsubj
surmount	dobj
superpose	nmod
stupefy	nsubj
stone	nmod
start	xcomp
squeeze	nsubj
soliloquize	dobj
smooth	nsubj
smile	advcl
slow	nsubj
slope	nmod
silence	nmod
signal	dobj
shove	nsubjpass
shore	nmod
sew	nsubj
scribble	nmod
saith	dobj
sacrifice	nsubjpass
retrace	nsubj
retort	ccomp
renounce	nsubj
rejoice	dobj
recede	nsubj
quit	parataxis
puzzle	dobj
procure	nsubj
precipitate	nsubj
precede	nsubj
play	xcomp
pervade	nsubj
personify	nmod
permit	nsubjpass
paralyze	dobj
oppress	nsubjpass
operate	nsubj
mistake	nsubj
miss	dep
lure	nsubj
love	advcl
listen	parataxis
learn	conj
knight	nmod
jest	nmod
invite	nsubjpass
insult	nsubj
insist	dobj
insinuate	nmod
inscribe	nsubj
imprison	dobj
impede	dobj
illuminate	advcl
huddle	dobj
hope	advcl
hold	parataxis
hitch	nsubj
hiss	nsubj
heed	nsubj
haul	nsubj
harden	nsubj
grunt	dobj
greet	nsubj
gape	nsubj
freeze	nsubj
fraternize	nmod
forge	conj
forestall	nmod
follow	xcomp
follow	parataxis
flatter	nsubjpass
flatten	nsubj
fish	nmod
fill	dep
fan	dobj
expend	nsubj
exist	conj
execrate	nmod
entrust	nsubj
engulf	nsubj
engage	conj
endear	nmod
elicit	nmod
duck	nsubj
dote	nmod
dog	nsubj
dine	conj
differ	nsubj
devote	nsubjpass
detect	nsubj
detain	nsubj
cross	nsubjpass
cram	dobj
covet	dobj
contradict	dobj
consume	nsubj
confess	ccomp
condescend	nsubj
command	nsubjpass
coincide	nmod
choose	nsubjpass
chat	nsubj
catch	conj
breakfast	nsubj
blossom	nsubj
bleed	dobj
beg	xcomp
avenge	nmod
astonish	dobj
articulate	nsubj
approach	dep
apostrophize	dobj
anchor	nmod
afore	nsubj
account	nsubjpass
cast	nsubj
run	nsubj
drop	nsubj
succeed	nsubj
tell	dobj
occupy	nsubj
prepare	nsubjpass
fetch	nsubj
breathe	nsubj
touch	nsubj
call	nsubjpass
approach	nsubj
come	nsubj
satisfy	dobj
fit	nsubj
station	nmod
sell	nsubj
prefer	nsubj
hope	dobj
hit	nsubj
attach	nsubj
force	nsubj
forbid	nsubj
countenance	nmod
announce	nsubj
go	nsubjpass
lead	nsubj
light	nsubj
recall	nsubj
rouse	dobj
determine	nsubj
appeal	nmod
wink	nsubj
thank	dep
strive	nsubj
steer	nsubj
smuggle	nmod
restrain	nsubj
read	dep
pitch	nsubj
pine	nsubj
obtain	nsubj
knit	nsubj
improve	nsubj
elude	dobj
debouch	nmod
confound	nsubj
confer	nsubj
clothe	nsubj
encounter	dobj
represent	nsubj
admit	nsubj
repeat	dobj
proceed	nsubj
say	xcomp
lie	nsubj
mark	nsubj
whistle	nsubj
show	nsubjpass
plan	nmod
march	nsubj
heave	nsubj
bind	nsubjpass
augment	nsubj
assure	dobj
acknowledge	nmod
do	dep
take	nsubjpass
shoot	nsubj
suppose	nsubj
engage	nsubj
tumble	nsubj
promise	dobj
bear	nsubjpass
plunge	nsubj
sail	nsubj
remark	nmod
recognize	dobj
stir	nsubj
